Kelime,Anlam No,Anlam,Örnek Cümle
dal,1,ağaç parçası (dal),"Burdur’da bir öğrenci, çam ağacının dalının kırılmasıyla araç altında kalmaktan son anda kurtuldu."
dal,1,ağaç parçası (dal),"İznik Kılıçaslan Caddesi’nde asırlık ağacın dev dalı koptu, facia kıl payı atlatıldı."
dal,1,ağaç parçası (dal),"Ağaçların dalları led ışıklarla süslenip, yaprak kısımlarına kar taneli aydınlatmalar yerleştirildi."
dal,1,ağaç parçası (dal),Genç yaşlarda herhangi bir dalın aşırı meyve yüklü olması sakıncalıdır.
dal,1,ağaç parçası (dal),Aşırı meyve yüklü yıllarda dalların aynı noktadan çıkması nedeniyle dal kırılmaları sık görülür.
dal,1,ağaç parçası (dal),Doruk dalı olarak seçilen dalcığın dik büyümesini sağlamak amacıyla o dal daha önce bırakılan tırnağa bağlanır.
dal,1,ağaç parçası (dal),"Budanacak ağaç önce incelenmeli, her dal ayrı ayrı ele alınmalıdır."
dal,1,ağaç parçası (dal),"Şekillendirme devresinde budama işlemleri odun dallarına uygulanmalı, meyve dallarına dokunulmamalıdır."
dal,1,ağaç parçası (dal),Yaşlı dallar üzerinde buket dalları meydana gelir; çok dalcık oluşunca ağaç tacı çalımsı görünür.
dal,1,ağaç parçası (dal),"Ocaklarda kurumuş, kırılmış, yaşlanmış ve hastalıklı dal bulunmamalıdır."
dal,1,ağaç parçası (dal),"İlk dal, hakim rüzgar yönünde olmalıdır."
dal,1,ağaç parçası (dal),"Özellikle ağaç kesme, devirme, dal budama ve taşıma işleri özel teknikler gerektirir."
dal,1,ağaç parçası (dal),"Sıcak havadan bunalan kuşlar, ağaçların dallarına sığındı."
dal,1,ağaç parçası (dal),Dalından kopan yaprağın akıbetini rüzgâr tayin eder.
dal,1,ağaç parçası (dal),Dalından kopan yaprak bir daha yerine geri dönmedi.
dal,1,ağaç parçası (dal),"Meyve ağaçları, kış dinlenme periyoduna girdikten sonra sürgünler ‘dal’ ismini alırlar."
dal,1,ağaç parçası (dal),"Meyve ağaçlarında dallar, meyvelerin taşıyıcısı olan organlardır."
dal,1,ağaç parçası (dal),"Uç sürgünler, gözlerin sürmesiyle oluşur ve meyve dallarının şekillenmesine yol açar."
dal,1,ağaç parçası (dal),"Alınan besin maddelerinin bir kısmı köklerde, gövdede, dallarda ve tomurcuklarda depo edilir."
dal,1,ağaç parçası (dal),"Elma iç kurdu, kışı dalların çatlakları ve kuru dallar üzerinde larva halinde geçirir."
dal,2,belirli bir konu veya alan,Üniversitelerin tıp dalında uzmanlık eğitimi alıyorum.
dal,2,belirli bir konu veya alan,Psikoloji dalında lisans eğitimi gören öğrenciler çok sabırlı olmalı.
dal,2,belirli bir konu veya alan,Fizik dalında yapılan deneyler laboratuarı kalabalıklaştırdı.
dal,2,belirli bir konu veya alan,Kimya dalında yeni bir sentez yöntemi geliştirildi.
dal,2,belirli bir konu veya alan,Matematik dalında tez yazmak sabır ister.
dal,2,belirli bir konu veya alan,Jeoloji dalında çalışan jeologlar saha çalışması yapıyor.
dal,2,belirli bir konu veya alan,Ekonomi dalında teorik bilgi kadar pratik deneyim de önemli.
dal,2,belirli bir konu veya alan,Hukuk dalında baroya kaydolmak şart.
dal,2,belirli bir konu veya alan,Mimarlık dalında yaratıcı fikirler ön planda.
dal,2,belirli bir konu veya alan,Müzikoloji dalında farklı disiplinlerle iş birliği yapılıyor.
dal,2,belirli bir konu veya alan,Sosyoloji dalında araştırma yaparken toplumsal veriler analiz edilir.
dal,2,belirli bir konu veya alan,Antropoloji dalında kültürel çalışma grupları kuruldu.
dal,2,belirli bir konu veya alan,Biyoloji dalında genetik üzerinde yoğunlaşıyoruz.
dal,2,belirli bir konu veya alan,Astronomi dalında yeni yıldız keşifleri yapıldı.
dal,2,belirli bir konu veya alan,Dilbilim dalında semantik araştırmalar yürütülüyor.
dal,2,belirli bir konu veya alan,Sanat tarihi dalında uzmanlaşmak istemiştim.
dal,2,belirli bir konu veya alan,Gazetecilik dalında staj yapmak kariyerime katkı sağladı.
dal,2,belirli bir konu veya alan,İlahiyat dalında tez danışmanımı seçtim.
dal,2,belirli bir konu veya alan,Felsefe dalında okudukça yeni sorular aklıma geliyor.
dal,2,belirli bir konu veya alan,Tarih dalında Osmanlı dönemini inceledim.
dal,2,belirli bir konu veya alan,Coğrafya dalında tarafsız haritalar çizmek zor.
dal,2,belirli bir konu veya alan,Mimarlık dalında sürdürülebilir tasarım önemli.
dal,2,belirli bir konu veya alan,Endüstri mühendisliği dalında optimizasyon teknikleri kullanılıyor.
dal,2,belirli bir konu veya alan,Elektrik mühendisliği dalında yenilenebilir enerji projeleri var.
dal,2,belirli bir konu veya alan,Makine mühendisliği dalında tasarım yeteneği ön plana çıkar.
dal,2,belirli bir konu veya alan,İnşaat mühendisliği dalında deprem yönetmeliği inceleniyor.
dal,2,belirli bir konu veya alan,Çevre mühendisliği dalında atık yönetimi çalışmaları sürüyor.
dal,2,belirli bir konu veya alan,Gıda mühendisliği dalında kalite kontrol laboratuvarı kuruldu.
dal,2,belirli bir konu veya alan,Yazılım mühendisliği dalında algoritma geliştirme temel konu.
dal,2,belirli bir konu veya alan,Elektronik mühendisliği dalında devre tasarımı zorlu bir süreç.
dal,2,belirli bir konu veya alan,Endüstriyel tasarım dalında üretilebilir prototipler yapıldı.
dal,2,belirli bir konu veya alan,Moda tasarımı dalında defile hazırlıkları başladı.
dal,2,belirli bir konu veya alan,Grafik tasarım dalında renk teorisi öğrenmek şart.
dal,2,belirli bir konu veya alan,Reklamcılık dalında güçlü kampanyalar geliştiriliyor.
dal,2,belirli bir konu veya alan,Halkla ilişkiler dalında sosyal medya stratejileri önemli.
dal,2,belirli bir konu veya alan,Pazarlama dalında tüketici davranışlarını analiz ediyoruz.
dal,2,belirli bir konu veya alan,Finans dalında risk yönetimi yöntemleri incelendi.
dal,2,belirli bir konu veya alan,Muhasebe dalında denetim süreçleri sıkılaştırıldı.
dal,2,belirli bir konu veya alan,Sigortacılık dalında dijital çözümler artıyor.
dal,2,belirli bir konu veya alan,Bankacılık dalında müşteri memnuniyeti öncelik.
dal,2,belirli bir konu veya alan,Turizm dalında sürdürülebilir projeler planlandı.
dal,2,belirli bir konu veya alan,Otel işletmeciliği dalında hijyen kuralları sıkı.
dal,2,belirli bir konu veya alan,Gastronomi dalında yerel lezzetlerin korunması önemlidir.
dal,2,belirli bir konu veya alan,Ulaştırma dalında akıllı sistemler kullanılıyor.
dal,2,belirli bir konu veya alan,Lojistik dalında tedarik zinciri optimizasyonu mercek altında.
dal,2,belirli bir konu veya alan,Havacılık dalında güvenlik standartları yükseliyor.
dal,2,belirli bir konu veya alan,Denizcilik dalında lojistik kabiliyeti artırmak gerek.
dal,2,belirli bir konu veya alan,Enerji dalında karbonsuz çözümler aranıyor.
dal,2,belirli bir konu veya alan,Yenilenebilir enerji dalında güneş panelleri test ediliyor.
dal,2,belirli bir konu veya alan,Elektrik dalında iletim hatları yenileniyor.
dal,3,suya atlamak (dalmak),Ferahlamak için göle daldı.
dal,3,suya atlamak (dalmak),"Heyecandan, kardeşlerini beklemeden denize daldı."
dal,3,suya atlamak (dalmak),Yüzme havuzuna daldı.
dal,3,suya atlamak (dalmak),Tom soğuk suya daldı.
dal,3,suya atlamak (dalmak),"O, havuza daldı."
dal,3,suya atlamak (dalmak),Kuğu göle daldı.
dal,3,suya atlamak (dalmak),Nehre daldı.
dal,3,suya atlamak (dalmak),Suyun içine daldı.
dal,3,suya atlamak (dalmak),Yüzücü denize daldı.
dal,3,suya atlamak (dalmak),Çocukların hepsi sevinçle denize daldı.
dal,3,suya atlamak (dalmak),Havuzun dibine kadar daldı.
dal,3,suya atlamak (dalmak),Dipteki canlıları görmek için denize daldı.
dal,3,suya atlamak (dalmak),Derinlere daldıkça su daha da soğuyor.
dal,3,suya atlamak (dalmak),Sıcak havayı gören denize daldı.
dal,3,suya atlamak (dalmak),Gölün en derin yerine daldı.
dal,3,suya atlamak (dalmak),Dünyanın en derin havuzuna daldım!
dal,3,suya atlamak (dalmak),"Denizkızı kayadan denize daldı ve bu, onu gördükleri son şey oldu."
dal,3,suya atlamak (dalmak),"Kayalıklardan denize daldı, canından oldu."
dal,3,suya atlamak (dalmak),Her gün denize daldı.
dal,3,suya atlamak (dalmak),"İnci bulmak isteyen, derinlere dalmak zorundadır."
dal,3,suya atlamak (dalmak),Şahin dalar ancak ilk gün herhangi bir yeryüzü bulamaz.
dal,3,suya atlamak (dalmak),Derin bir nefes alıp havuzun dibine kadar daldı.
dal,3,suya atlamak (dalmak),"Şelalenin bulunduğu alana gelen Özgün, bir süre karda yürüyüş yaptıktan sonra soğuk suya daldı."
dal,3,suya atlamak (dalmak),"Konya’da ‘kurbağa adam’ olarak bilinen su altı polisleri, donan barajdaki 20 santimetrelik buz kütlesini kırıp, soğuk suya daldı."
dal,3,suya atlamak (dalmak),"Cristiano Ronaldo, –10 derece soğuk suya daldı."
dal,3,suya atlamak (dalmak),Suya dalmak için fazla yüksekten atlama.
dal,3,suya atlamak (dalmak),Suya dalıp çıkmaya başlayınca bir sorun olduğunu hissettim.
dal,3,suya atlamak (dalmak),Dalgıçlar sabah saatlerinde denize daldı.
dal,3,suya atlamak (dalmak),Yaz günleri serinlemek için göle dalıp yüzüyoruz.
dal,3,suya atlamak (dalmak),Deniz kıyısında oturup dalgaların arasında dalmak harika bir duygu.
dal,3,suya atlamak (dalmak),Çocukken gölete daldığımızda balıkları izlemeyi çok severdik.
dal,3,suya atlamak (dalmak),Suya daldım.
dal,3,suya atlamak (dalmak),Ben suya daldım.
dal,3,suya atlamak (dalmak),Tom suya daldı.
dal,3,suya atlamak (dalmak),Tom suya dalmadan hemen önce Fransızca bir şeyler bağırdı.
dal,3,suya atlamak (dalmak),Cory hiç tereddüt etmeden köprüden aşağı atlayıp suya daldı.
dal,3,suya atlamak (dalmak),Bill boğulan çocuğu kurtarmak için nehre daldı.
dal,3,suya atlamak (dalmak),Tom havuza daldı.
dal,3,suya atlamak (dalmak),Mayuko soğuk suya daldı.
dal,3,suya atlamak (dalmak),Suyun dibine daldı ve biraz yumuşak çamur çıkardı.
dal,3,suya atlamak (dalmak),Antalya’da kayıp Yusuf Bektaş için dalgıçlar Düden Şelalesi’ne daldı.
dal,3,suya atlamak (dalmak),Muş’ta aracı ile Murat Nehri kenarındaki su birikintisine dalan alkollü sürücü soğuk suyla ayıldı.
dal,3,suya atlamak (dalmak),Tüpsüz dalan bir dalgıç yarım saat su yüzüne çıkmayınca çevredeki vatandaşlar polise haber verdi.
dal,3,suya atlamak (dalmak),Buz gibi suya daldı bir daha çıkmadı!
dal,3,suya atlamak (dalmak),Çocuklarının göle düştüğünü gören aile suya daldı.
dal,3,suya atlamak (dalmak),Denize balıklama daldı.
dal,3,suya atlamak (dalmak),Yaklaşan insanları gören penguenler suya daldı.
dal,3,suya atlamak (dalmak),Denizaltı suya daldı.
dal,3,suya atlamak (dalmak),Denizaltı suyun içine daldı.
dal,3,suya atlamak (dalmak),Nehre daldık.
kara,1,siyah (renk),"Kara renk, üzerine düşen bütün ışığı soğuran cisimlerin rengidir."
kara,1,siyah (renk),Senin kara gözlerin aklımı başımdan aldı.
kara,1,siyah (renk),Kara kedi görmek uğursuzluk getirirmiş diye duydum.
kara,1,siyah (renk),Kara kara gözlerini kırpıştırarak bakıyordu.
kara,1,siyah (renk),Minik köpek kara gözleriyle bana masum masum bakıyordu.
kara,1,siyah (renk),Kara bir ayakkabı aldım ve eve geldim.
kara,1,siyah (renk),"Kara kaşlı, kara gözlü bir kıza aşık olmuş, dersleri falan bırakıvermişti."
kara,1,siyah (renk),Kara bir elbise aldım.
kara,1,siyah (renk),"Her çocuğun başına gümüş rozetli, dört köşe kara bir şapka geçirilmişti."
kara,1,siyah (renk),"Bedenleri, boyunlarından ayak bileklerine kadar kara pelerinlerle örtülüydü."
kara,1,siyah (renk),"Kız üstüne kara bir manto, başına kara bir şapka giymişti."
kara,1,siyah (renk),Sıramın içine kara bir şapka koymuşlar.
kara,1,siyah (renk),"Katı, kara bir şapka…"
kara,1,siyah (renk),Omuzlarından kayan kara bir manto gibi düşüvermişti korkuları.
kara,1,siyah (renk),Kadının sırtında kara bir manto vardı.
kara,1,siyah (renk),Tıpkı üzerine kara bir manto gibi atılı.
kara,1,siyah (renk),"Beyaz tenli, kara gözlü, kara saçlı."
kara,1,siyah (renk),"Akı ak, karası kara bir güzel yârim var."
kara,1,siyah (renk),"Benim akı ak, karası kara evladım da geliyor."
kara,1,siyah (renk),"Kara gözlü, selvi boylu bir dilbere aşık oldum."
kara,1,siyah (renk),Kara gözlü uzun saçlı bir kızdı.
kara,1,siyah (renk),Kara gözlü çocuk düdüğünü çaldı.
kara,1,siyah (renk),"Kara gözlü, kepçe kulakları olan bir çocuğu vardı."
kara,1,siyah (renk),Bu kara pantolon tüm kıyafetlerimle uyum sağlıyor.
kara,1,siyah (renk),"Bacaklarında kara pantolon, pabuçsuz ayaklarında ak çoraplar."
kara,1,siyah (renk),"Kara pantolon, beyaz ceket…"
kara,1,siyah (renk),Kara kara düşünüyordu zavallılar.
kara,1,siyah (renk),"Eskiden kışın bile kara gözlük, güneş gözlüğü takan adamlara bir nebze kızardım."
kara,1,siyah (renk),"Kör taklidi dilenci olmak için bir kara gözlük, bir çanak yeter."
kara,1,siyah (renk),Kara gömlek giymiş.
kara,1,siyah (renk),"Ak gözüm, kara gözüm; yok sana bir başka sözüm."
kara,1,siyah (renk),"Salih, sınıfının en çalışkanı da olsa, bu canlı tavuktan korkmayıp kara çorap giyenlerdendi."
kara,1,siyah (renk),"kara çorap, kara yazma, kara alın bağı, kara yelek giymiş, nakışlı peştamalını da kara çivitle boyamıştı."
kara,1,siyah (renk),Kara çorap dize dek.
kara,1,siyah (renk),Kara çorap dize kadar.
kara,1,siyah (renk),"Kara çorap öreyim, ayağıma giyeyim."
kara,1,siyah (renk),Kara bir at hızla koşarak çiftlikten uzaklaştı.
kara,1,siyah (renk),Köydeyken kara bir at buldum.
kara,1,siyah (renk),Kara atım koşar gelir.
kara,1,siyah (renk),dinlenen kara bir at olduğunu belirten Karaülek; atlar arasında üstün özellikli olanın bu at olduğunu anlatır.
kara,1,siyah (renk),"Kocaman bir ata bineceksin, kara bir at, benimki gibi."
kara,1,siyah (renk),"Kara gölge siluetine benziyordu bu, önünde de daha küçük kara bir gölge vardı."
kara,1,siyah (renk),Kara gölge doğrularak geriledi.
kara,1,siyah (renk),"Adam çok zayıf, eski elbiseli, kara saçlı, kara gözlü, yaşlı biriydi."
kara,1,siyah (renk),"Kara saçlı, az bıyıklı, kısaca boylu, güzel giyinmiş bir bey görülürdü ki aşağıdaki kapıya yakın mevki tutarak bir masanın iki yanındaki sandalyeden birisine kendisi kurulmuştu."
kara,1,siyah (renk),Gördüğüm en kara kaşlı adam Ali dayımdı.
kara,1,siyah (renk),güvensizlik ve huzur yokluğunun başlıca sorumluları yahya kaptan ile arkadaşı kara aslan ve alemdağı'nda dolaşan sadı
kara,1,siyah (renk),sushi nin sarıldığı yosun yaprağının nori koyu renkli hatta kara olanları makbuldür
kara,1,siyah (renk),sinarit baba etrafı kırmızı içi aydınlık siyah gözleriyle bir daha baktı
kara,1,siyah (renk),sarkık siyah bıyıklı süvari çınar dibinde beygirinin yanında duruyordu
kara,2,toprak parçası (kara parçası),Köyün hemen dışındaki kara parçası bu yıl buğdayla dolduruldu.
kara,2,toprak parçası (kara parçası),Bahçenin arka tarafındaki küçük kara parçası çiçeklerle bezelendi.
kara,2,toprak parçası (kara parçası),"Mahalle sakinleri, boş kara parçasını park olarak düzenledi."
kara,2,toprak parçası (kara parçası),Yeni aldığımız çiftlikte geniş bir kara parçası vardı.
kara,2,toprak parçası (kara parçası),"Yatırımcı, sahil kenarındaki kara parçasını değerli buldu."
kara,2,toprak parçası (kara parçası),Okul bahçesinin bitişiğinde atıl durumda bir kara parçası duruyor.
kara,2,toprak parçası (kara parçası),"Belediye, kent merkezindeki kara parçasını yeşil alana çevirecek."
kara,2,toprak parçası (kara parçası),"Tarla sahibi, verimli kara parçasını kiraya verdi."
kara,2,toprak parçası (kara parçası),Bahçemizin yanındaki kara parçası komşuya aitti.
kara,2,toprak parçası (kara parçası),İmar planında bu kara parçası konut alanı olarak işaretlendi.
kara,2,toprak parçası (kara parçası),Ormanın kenarındaki kara parçasında mantar topladık.
kara,2,toprak parçası (kara parçası),Bozkırın geniş kara parçası uçsuz bucaksız görünüyordu.
kara,2,toprak parçası (kara parçası),"Çiftçi, kara parçasındaki toprağı sürmeye başladı."
kara,2,toprak parçası (kara parçası),Köy yollarının kesiştiği kara parçası alışveriş merkezi oldu.
kara,2,toprak parçası (kara parçası),Eski mezarlığın bulunduğu kara parçası korunacak.
kara,2,toprak parçası (kara parçası),"Yatırımlar, liman yakınındaki kara parçasına odaklandı."
kara,2,toprak parçası (kara parçası),Küçük bir kara parçası bile iyi planlandığında kazandırır.
kara,2,toprak parçası (kara parçası),Tarihî kalenin arkasındaki kara parçası define avcılarına açıklandı.
kara,2,toprak parçası (kara parçası),Köprünün bitişindeki kara parçası su baskınlarına karşı yükseltildi.
kara,2,toprak parçası (kara parçası),Şehir merkezindeki boş kara parçasına stadyum yapılacak.
kara,2,toprak parçası (kara parçası),Çölün ortasındaki kara parçası bir vaha gibi görünüyordu.
kara,2,toprak parçası (kara parçası),"Jeologlar, incelemek üzere volkanın etrafındaki kara parçasını işaretledi."
kara,2,toprak parçası (kara parçası),Sanayi bölgesinin sınırındaki kara parçası santral inşaatına ayrıldı.
kara,2,toprak parçası (kara parçası),Üniversitenin kampüsünde ayrılan kara parçası yeni bina için rezerve edildi.
kara,2,toprak parçası (kara parçası),At çiftliklerinin yanındaki kara parçası otlak olarak kullanılıyor.
kara,2,toprak parçası (kara parçası),Küçük adanın tek kara parçası hazine avcılarını çekti.
kara,2,toprak parçası (kara parçası),Gölet kenarındaki kara parçası sulama kanalıyla besleniyor.
kara,2,toprak parçası (kara parçası),Kanyonun girişindeki kara parçası kamp alanı olarak düzenlendi.
kara,2,toprak parçası (kara parçası),Yamaçtaki kara parçasına yeni ceviz ağaçları dikildi.
kara,2,toprak parçası (kara parçası),Şehir çevresindeki kara parçası yeni yol güzergâhına dahil edildi.
kara,2,toprak parçası (kara parçası),Karayolunun kenarındaki kara parçası peyzaja açıldı.
kara,2,toprak parçası (kara parçası),Tarihi su sarnıcının önündeki kara parçası kavşak olarak kullanılıyor.
kara,2,toprak parçası (kara parçası),Koyun otlatılan kara parçası çitle çevrildi.
kara,2,toprak parçası (kara parçası),Balıkçı barınağının yakınındaki kara parçası depolama alanı olarak kullanılacak.
kara,2,toprak parçası (kara parçası),Plajın hemen gerisindeki kara parçası kum tepeleriyle kaplıydı.
kara,2,toprak parçası (kara parçası),Akarsu yatağının kurumasıyla ortaya çıkan kara parçası genişledi.
kara,2,toprak parçası (kara parçası),Arazinin en yüksek noktasındaki kara parçası ev yapımı için idealdi.
kara,2,toprak parçası (kara parçası),Güneye bakan kara parçası yılın ilk mahsulünü erkenden verdi.
kara,2,toprak parçası (kara parçası),Gökyüzünün maviliğiyle kontrast oluşturan kara parçası dikkat çekiyordu.
kara,2,toprak parçası (kara parçası),Göçmen kuşlar yılın belli döneminde kara parçasına konaklıyor.
kara,2,toprak parçası (kara parçası),Jeotermal alanın çevresindeki kara parçası sıcak su kaynaklarıyla besleniyor.
kara,2,toprak parçası (kara parçası),Tarihi hanın bahçesindeki kara parçası restorasyon için ayrıldı.
kara,2,toprak parçası (kara parçası),Sahil yolunun kıyısındaki kara parçası piknik alanı olarak hizmet veriyor.
kara,2,toprak parçası (kara parçası),Kaya mezarlarının bulunduğu kara parçası arkeologların çalışma alanıydı.
kara,2,toprak parçası (kara parçası),Yol çalışması nedeniyle kara parçası geçici olarak kapatıldı.
kara,2,toprak parçası (kara parçası),Saman balyalarının yığıldığı kara parçası haftalık olarak siliniyor.
kara,2,toprak parçası (kara parçası),Köprü ayağının altındaki kara parçası her yağmurda suya gömülüyor.
kara,2,toprak parçası (kara parçası),Güneş enerji santrali için seçilen kara parçası düz ve güneye bakıyordu.
kara,2,toprak parçası (kara parçası),Kabak bahçesi olarak ayrılan kara parçası bu yıl bol ürün verdi.
kara,2,toprak parçası (kara parçası),yeni yüksekokullar kara kuvvetleri için balıkesir'de deniz kuvvetleri için karamürselbey ve derince'de hava kuvvetleri için gaziemir'de jandarma genel komutanlığı için de ankara beytepe'de kurulacak
kara,3,kötü haber (kara haber),Köydeki heyelanın kara haberi sabah ezanıyla birlikte duyuruldu.
kara,3,kötü haber (kara haber),Sağlık müdürlüğünden kanseri işaret eden kara haber paylaşıldı.
kara,3,kötü haber (kara haber),Sel felaketinin kara haberi akşam saatlerinde televizyonlardan aktarıldı.
kara,3,kötü haber (kara haber),Uçak kazasının kara haberi tüm ülkeyi yasa boğdu.
kara,3,kötü haber (kara haber),"Enkaz altındaki kurtarma ekipleri, beklenen kara haberi ailelere iletti."
kara,3,kötü haber (kara haber),"Şirketin iflası, çalışanlara kara haber olarak ulaştı."
kara,3,kötü haber (kara haber),Hastaneden gelen kara haber herkesin yüzünü astı.
kara,3,kötü haber (kara haber),Yangının kara haberini duyunca mahalle halkı sokaklara döküldü.
kara,3,kötü haber (kara haber),Bakanlıktan gelen kara haber köye resmi olarak bildirildi.
kara,3,kötü haber (kara haber),"Öğrencilerin ölüm haberi, okul bahçesini sessizliğe bürüdü."
kara,3,kötü haber (kara haber),Çiftçinin mahsul kaybının kara haberi yerel gazetede ilan edildi.
kara,3,kötü haber (kara haber),"Borsa endeksinin çöküşü, yatırımcılara kara haber oldu."
kara,3,kötü haber (kara haber),"Bir sağlık personelinin vefatı, hastane koridorlarında kara haber gibi yankılandı."
kara,3,kötü haber (kara haber),Olimpiyat sporcusunun sakatlık haberi tüm spor camiasını üzdü.
kara,3,kötü haber (kara haber),Nükleer santraldeki sızıntının kara haberi gece yarısı servis edildi.
kara,3,kötü haber (kara haber),Ulaşım şirketinin konkordato başvurusu kara haber olarak yorumlandı.
kara,3,kötü haber (kara haber),"Ünlü bir sanatçının ani ölümü, tüm medyada kara haber manşetleriyle çıktı."
kara,3,kötü haber (kara haber),"Banka müdürünün istifa haberi, şube çalışanlarını kara habere boğdu."
kara,3,kötü haber (kara haber),Doğalgaz zamlarının kara haberi faturalara yansıdı.
kara,3,kötü haber (kara haber),"Meteoroloji’nin fırtına uyarısı, ilk defa “kara haber” başlığıyla verildi."
kara,3,kötü haber (kara haber),Limandaki patlamanın kara haberi kruvaziyer yolcularına duyuruldu.
kara,3,kötü haber (kara haber),Demiryolu kazasının kara haberi akıllardan silinmedi.
kara,3,kötü haber (kara haber),"Elektrik kesintisi haberleri, kara haber muamelesi gördü."
kara,3,kötü haber (kara haber),Salgınla ilgili yeni vakanın kara haberi bakanlığın sitesinde yer aldı.
kara,3,kötü haber (kara haber),"President açıklaması, ekonomik krizle ilgili kara haber niteliğindeydi."
kara,3,kötü haber (kara haber),"Tarım bakanı, kuraklık kara haberini çiftçilere telgrafla iletti."
kara,3,kötü haber (kara haber),"Üniversite rektörü, bütçe kısıntısını kara haber olarak açıkladı."
kara,3,kötü haber (kara haber),"Belediye meclisi, su kesintisi kararını kara haber başlığıyla onayladı."
kara,3,kötü haber (kara haber),Kaza kırım ekibinden de kara haber alındı.
kara,3,kötü haber (kara haber),Hastane yoğun bakım servisinden kara haber peş peşe geldi.
kara,3,kötü haber (kara haber),Havayolu şirketinin iflas kararı kara haber oldu.
kara,3,kötü haber (kara haber),Dip dalgası uyarısı “kara haber” etiketiyle paylaşılınca halk panikledi.
kara,3,kötü haber (kara haber),"Hazine ve Maliye Bakanlığı, borç alarmını kara haber olarak duyurdu."
kara,3,kötü haber (kara haber),"Orman yangınının kontrolden çıktığı haberi, kara haber kutusuna düştü."
kara,3,kötü haber (kara haber),Denizaltı faciasının kara haberi günlerce konuşuldu.
kara,3,kötü haber (kara haber),Hastane morgundan gelen kara haber tüm doktorları derin üzüntüye sevk etti.
kara,3,kötü haber (kara haber),Gemideki su baskını kara haber olarak gazetelere düştü.
kara,3,kötü haber (kara haber),Fabrikadaki patlamanın kara haberini itfaiye verdi.
kara,3,kötü haber (kara haber),Salgın oranındaki artış kara haber başlığına taşındı.
kara,3,kötü haber (kara haber),"Çalışma bakanlığı, işsizlik oranlarını kara haber niteliğinde açıkladı."
kara,3,kötü haber (kara haber),Sığınmacı kampındaki trajedi kara haber içerikli rapor oldu.
kara,3,kötü haber (kara haber),Nükleer tıp laboratuvarından kara haber geldi.
kara,3,kötü haber (kara haber),"Madende göçük haberi, kara haber muhabirlerinin odağındaydı."
kara,3,kötü haber (kara haber),Köprü çökmesi kara haber olarak anons edildi.
kara,3,kötü haber (kara haber),Hastane altyapı arızasının kara haberini cenaze evleri aldı.
kara,3,kötü haber (kara haber),Turizm sezonu iptalleri kara haber olarak sektöre yansıdı.
kara,3,kötü haber (kara haber),"Finansal skandal, yatırımcılar için kara haber oldu."
kara,3,kötü haber (kara haber),Ülke puanlamasındaki düşüş kara haber manşetleriyle gitti.
kara,3,kötü haber (kara haber),Ünlü iş insanının tutuklanma haberi kara haber sayfalarında yer aldı.
kara,3,kötü haber (kara haber),ama onlara bugün fıfa'dan kara haber geldi hülle yolu kapandı
at,1,hayvan (at),Bana ata binmeyi öğretti.
at,1,hayvan (at),Tom hiç ata bindi mi?
at,1,hayvan (at),Çocuk ilk kez bir ata bindi.
at,1,hayvan (at),Tom büyükbabasının çiftliğindeyken geçen hafta ata bindi.
at,1,hayvan (at),Hep ata binmeyi istemişimdir.
at,1,hayvan (at),Tom’un ilk kez ata bindiğinde yüzündeki ifadeyi asla unutmayacağım.
at,1,hayvan (at),Tom ata binmeyi bilmiyor.
at,1,hayvan (at),Dün ilk kez ata bindim.
at,1,hayvan (at),Mary’ye ata binmeyi öğreten kişi Tom’du.
at,1,hayvan (at),Ata binebilir misin?
at,1,hayvan (at),Hiç ata bindin mi?
at,1,hayvan (at),Tom geçen yaz ata binmeyi öğrendi.
at,1,hayvan (at),Hâlâ ata binebilir misin?
at,1,hayvan (at),Tom ata binebilir.
at,1,hayvan (at),Ben de ata binebilirim.
at,1,hayvan (at),Hâlâ ata binebiliyor musun?
at,1,hayvan (at),Ata binebiliyor.
at,1,hayvan (at),İyi ata biner.
at,1,hayvan (at),Bir ata binemem.
at,1,hayvan (at),Tom ata binemez.
at,1,hayvan (at),Nasıl ata binileceğini biliyor musun?
at,1,hayvan (at),Ata binip denize gitti.
at,1,hayvan (at),Sen ata binemezsin.
at,1,hayvan (at),İlk defa bir ata biniyorum.
at,1,hayvan (at),Daha önce hiç ata binmedim.
at,1,hayvan (at),Bir ata binmek istiyorum.
at,1,hayvan (at),Ata binmek çok eğlencelidir.
at,1,hayvan (at),Bir ata binmek gerçekten heyecan verici.
at,1,hayvan (at),Ata binmeyeli uzun zaman oldu.
at,1,hayvan (at),En son ne zaman ata bindiniz?
at,1,hayvan (at),O ata binebilir.
at,1,hayvan (at),Daha önce hiç ata binmemiştim.
at,1,hayvan (at),Onu ata binmeye ikna edemedi.
at,1,hayvan (at),Bana ata binmeyi öğretebilir misin?
at,1,hayvan (at),Ata binmeyi biliyor musun?
at,1,hayvan (at),Bir ata binmeyi denemek istiyorum.
at,1,hayvan (at),Ata bindi.
at,1,hayvan (at),Mary ata binmeyi çok seviyor.
at,1,hayvan (at),Yürümek yerine ata binmeyi tercih ederim.
at,1,hayvan (at),Ata binmeyi gerçekten seviyorum.
at,1,hayvan (at),Ata biniyor musunuz?
at,1,hayvan (at),Ata binmek sabır ve denge gerektirir.
at,1,hayvan (at),Çocuklar ata binmeyi çok seviyorlar.
